"deaths","days","p"
2521.87436582694,84,1e-04
2211.22500803006,84,1e-04
3151.18911768803,84,1e-04
2357.81831638854,84,1e-04
2533.65888290322,84,1e-04
2706.57007770416,84,1e-04
2420.83250462562,84,1e-04
2986.92360149503,84,1e-04
2512.73545632483,84,1e-04
2449.67423228574,84,1e-04
2876.8362942406,84,1e-04
2500.7536524065,84,1e-04
2424.30090175204,84,1e-04
3000.72958307552,84,1e-04
3067.0677078981,84,1e-04
2308.078386045,84,1e-04
2227.19048737556,84,1e-04
3262.14188860623,84,1e-04
2846.0224040328,84,1e-04
2563.04942762447,84,1e-04
2412.23526006298,84,1e-04
3273.30471435817,84,1e-04
2264.69023643385,84,1e-04
2320.04138165176,84,1e-04
3226.17884284337,84,1e-04
2872.07658157526,84,1e-04
2828.94833016402,84,1e-04
2277.27321606943,84,1e-04
2859.65387125837,84,1e-04
2399.67303706382,84,1e-04
2707.98245622067,84,1e-04
2378.833183577,84,1e-04
2768.34917416305,84,1e-04
2796.08691756378,84,1e-04
3445.15537630671,84,1e-04
2656.54881687079,84,1e-04
3296.69547913741,84,1e-04
3248.80422924402,84,1e-04
2273.63827842078,84,1e-04
2656.51004774367,84,1e-04
2959.83158836872,84,1e-04
2654.48648372335,84,1e-04
3508.34136392748,84,1e-04
2269.68686292325,84,1e-04
3026.53680325924,84,1e-04
2190.9287230548,84,1e-04
2330.56657057636,84,1e-04
2585.85521503132,84,1e-04
1988.90543808261,84,1e-04
2552.61209315766,84,1e-04
2997.4026540127,84,1e-04
2736.50353014147,84,1e-04
3088.04273784421,84,1e-04
2531.26383814688,84,1e-04
3302.68637539538,84,1e-04
2894.63802941631,84,1e-04
2714.37889326043,84,1e-04
3168.09846953409,84,1e-04
2954.22235631862,84,1e-04
3161.44496555037,84,1e-04
2739.36787307535,84,1e-04
2196.35300478162,84,1e-04
2576.94491809777,84,1e-04
2979.11148789938,84,1e-04
2361.51873926372,84,1e-04
3186.32036147887,84,1e-04
3080.51763103499,84,1e-04
2382.57085240765,84,1e-04
3084.11158068225,84,1e-04
3478.94642300408,84,1e-04
3330.96415463278,84,1e-04
3319.85751794432,84,1e-04
3061.66630763655,84,1e-04
2759.42392296851,84,1e-04
3019.07455553473,84,1e-04
2682.06505293171,84,1e-04
3286.4898222749,84,1e-04
2800.23423064579,84,1e-04
2808.98879320377,84,1e-04
3569.11863061455,84,1e-04
2888.97913017358,84,1e-04
3162.69135943265,84,1e-04
2840.75108523757,84,1e-04
2600.54175847831,84,1e-04
2954.13933856536,84,1e-04
3022.69164215652,84,1e-04
2980.61267852194,84,1e-04
3415.41094509692,84,1e-04
3402.34074738879,84,1e-04
2937.80904911667,84,1e-04
2708.8714686495,84,1e-04
3418.76261002651,84,1e-04
3306.91114328181,84,1e-04
2245.87690565182,84,1e-04
2302.72364959563,84,1e-04
2589.4496660606,84,1e-04
3037.51568249686,84,1e-04
2926.07376107322,84,1e-04
2491.44707663857,84,1e-04
2859.60143613775,84,1e-04
2686.22358507278,84,1e-04
3185.24456691366,84,1e-04
3274.18323566983,84,1e-04
2824.93598171094,84,1e-04
2497.0816314022,84,1e-04
2518.88857860892,84,1e-04
2460.30881337235,84,1e-04
2519.43117727193,84,1e-04
2874.46824053749,84,1e-04
3073.65831147829,84,1e-04
2674.20176606919,84,1e-04
2332.90288276003,84,1e-04
2535.84238784761,84,1e-04
2686.77588700537,84,1e-04
2914.73284156593,84,1e-04
2715.3987924399,84,1e-04
3492.63938055254,84,1e-04
2903.47547791074,84,1e-04
2635.02025713088,84,1e-04
2348.86510362399,84,1e-04
3001.90602509927,84,1e-04
3240.08463871576,84,1e-04
2787.32396026476,84,1e-04
2622.47098743103,84,1e-04
2658.07839257347,84,1e-04
3203.49517233466,84,1e-04
2310.41840765856,84,1e-04
2338.65903146797,84,1e-04
2951.14252367172,84,1e-04
2744.97970476989,84,1e-04
2238.37387399291,84,1e-04
2542.23769745495,84,1e-04
2593.95738203419,84,1e-04
2348.95253236759,84,1e-04
2330.27219928581,84,1e-04
2670.37303375087,84,1e-04
2520.88501507582,84,1e-04
3530.25584029171,84,1e-04
2417.81880581131,84,1e-04
2972.79586324891,84,1e-04
3387.2715724479,84,1e-04
3642.60131179094,84,1e-04
2718.40674955149,84,1e-04
2347.43383385836,84,1e-04
2501.45620575586,84,1e-04
2417.83749749183,84,1e-04
2984.93496503306,84,1e-04
2445.88281425517,84,1e-04
3131.70844620933,84,1e-04
3303.72679477897,84,1e-04
2689.42868765821,84,1e-04
2913.78479887676,84,1e-04
2442.5405923182,84,1e-04
2865.48640097201,84,1e-04
2701.74522484397,84,1e-04
2412.58392132947,84,1e-04
3102.9458022168,84,1e-04
3223.48795246275,84,1e-04
3307.37595195204,84,1e-04
2537.98397325935,84,1e-04
2265.76578197444,84,1e-04
2668.12908351645,84,1e-04
2966.91975086079,84,1e-04
3128.96215885551,84,1e-04
2614.82604650266,84,1e-04
3142.38606252292,84,1e-04
2809.01981018714,84,1e-04
3113.75356877483,84,1e-04
3358.606221253,84,1e-04
3040.61549697111,84,1e-04
2550.96345171208,84,1e-04
2875.66866639417,84,1e-04
2975.62636533915,84,1e-04
2742.35484091228,84,1e-04
3073.28752696035,84,1e-04
3515.31868246173,84,1e-04
2671.2493982126,84,1e-04
2571.575644888,84,1e-04
2518.63973970106,84,1e-04
2280.28196140542,84,1e-04
2535.62913011419,84,1e-04
2586.83074638061,84,1e-04
3114.83286667938,84,1e-04
3025.46589060627,84,1e-04
2649.77621214458,84,1e-04
2426.27967237836,84,1e-04
2391.69253059934,84,1e-04
2427.60078507253,84,1e-04
3398.89334583303,84,1e-04
3000.31863571357,84,1e-04
3065.38981894248,84,1e-04
2601.39214089396,84,1e-04
3171.25212039056,84,1e-04
3172.0169900245,84,1e-04
3050.5580815292,84,1e-04
3474.90034043915,84,1e-04
2870.66986831138,84,1e-04
3656.67183441281,84,1e-04
2517.20552041221,84,1e-04
2549.74492657979,84,1e-04
2489.99336054348,84,1e-04
3025.25692739651,84,1e-04
2511.49409771539,84,1e-04
2888.91724502196,84,1e-04
3285.31532373011,84,1e-04
2736.78126654919,84,1e-04
2440.75319324028,84,1e-04
2739.3631450719,84,1e-04
3165.33598334385,84,1e-04
2880.56568726024,84,1e-04
2824.16717526872,84,1e-04
2598.64511336049,84,1e-04
3107.25263373975,84,1e-04
3463.71390848128,84,1e-04
2777.46284613844,84,1e-04
2316.7914549196,84,1e-04
2643.79071407508,84,1e-04
2906.55827312646,84,1e-04
2710.91690588725,84,1e-04
2312.93741672094,84,1e-04
2888.30193780592,84,1e-04
3058.76581855183,84,1e-04
2585.88382653534,84,1e-04
2151.88194681714,84,1e-04
2912.22693203821,84,1e-04
2582.96439626103,84,1e-04
3294.67653882297,84,1e-04
3213.73022144001,84,1e-04
3186.31209633669,84,1e-04
3021.66650460283,84,1e-04
2988.45285246243,84,1e-04
3155.05523350078,84,1e-04
3006.51002973848,84,1e-04
3250.16290979794,84,1e-04
2221.28833434299,84,1e-04
2499.73867851605,84,1e-04
3175.18354143372,84,1e-04
2406.81079591157,84,1e-04
3139.41546860749,84,1e-04
2840.20600909187,84,1e-04
3216.3094412846,84,1e-04
2824.86520390177,84,1e-04
3078.45900096631,84,1e-04
2875.25883866385,84,1e-04
2717.73156082152,84,1e-04
2896.25007770747,84,1e-04
3195.59158503398,84,1e-04
3145.75196594075,84,1e-04
2758.08689000175,84,1e-04
2301.80767460643,84,1e-04
2871.93964562867,84,1e-04
3086.0315692984,84,1e-04
3511.12259083516,84,1e-04
2527.51333150241,84,1e-04
3200.91903535249,84,1e-04
2643.18289858219,84,1e-04
3153.83157182455,84,1e-04
3126.68696436318,84,1e-04
2893.97900972061,84,1e-04
2684.86987806755,84,1e-04
2786.91852131048,84,1e-04
3489.03990917639,84,1e-04
2937.76774192005,84,1e-04
2129.17633899143,84,1e-04
2853.48079304443,84,1e-04
3390.85564112971,84,1e-04
2422.31951792163,84,1e-04
2969.70116889114,84,1e-04
2547.32487090973,84,1e-04
2458.49088457345,84,1e-04
3124.6262852139,84,1e-04
2463.54867450759,84,1e-04
2752.41631924051,84,1e-04
3130.84662000067,84,1e-04
2430.30418438421,84,1e-04
2948.49686462522,84,1e-04
3006.43122946688,84,1e-04
3352.51035593023,84,1e-04
2806.73540846122,84,1e-04
2907.63507881886,84,1e-04
2793.96631891325,84,1e-04
3341.83458041286,84,1e-04
2938.35183641348,84,1e-04
2280.73080480937,84,1e-04
3322.72804602644,84,1e-04
3069.45013820412,84,1e-04
2797.27320684459,84,1e-04
3412.81997869848,84,1e-04
2891.06672322137,84,1e-04
3147.72138138672,84,1e-04
2369.25831765512,84,1e-04
2568.88655480328,84,1e-04
2951.29016045436,84,1e-04
3151.05402489823,84,1e-04
2673.85645730582,84,1e-04
3329.47116609855,84,1e-04
2539.92225743528,84,1e-04
2524.91827585636,84,1e-04
3274.12161345525,84,1e-04
3490.85347595441,84,1e-04
2936.94847137152,84,1e-04
2798.9757320502,84,1e-04
3154.27451202538,84,1e-04
2930.36859618093,84,1e-04
2405.61636872315,84,1e-04
2277.66341091567,84,1e-04
3004.71302581037,84,1e-04
3499.76953435834,84,1e-04
3126.85644784739,84,1e-04
3154.85177974507,84,1e-04
3414.56196275515,84,1e-04
2245.8307575419,84,1e-04
2903.11618215671,84,1e-04
3349.76044870935,84,1e-04
2954.10025888507,84,1e-04
2261.4714814381,84,1e-04
3116.27013841773,84,1e-04
2719.07933789161,84,1e-04
2373.87392518728,84,1e-04
2229.42849887764,84,1e-04
3388.95196084664,84,1e-04
2963.75245054973,84,1e-04
3318.45217095544,84,1e-04
3146.86037721243,84,1e-04
2737.07874012895,84,1e-04
2214.15235157316,84,1e-04
2937.089288868,84,1e-04
2580.30673553312,84,1e-04
2592.3555266294,84,1e-04
2427.60666239635,84,1e-04
2417.1892138882,84,1e-04
3311.73420413942,84,1e-04
3467.14791857638,84,1e-04
2827.78207382315,84,1e-04
2768.67936015743,84,1e-04
2765.92411580313,84,1e-04
2922.23077952757,84,1e-04
2952.02029431641,84,1e-04
2434.33262999575,84,1e-04
3036.17169081586,84,1e-04
3041.17937897858,84,1e-04
3194.31416962892,84,1e-04
2514.81815265221,84,1e-04
3108.39052886228,84,1e-04
3223.85916519411,84,1e-04
3146.00670959846,84,1e-04
2455.67589190063,84,1e-04
2903.32131424447,84,1e-04
2662.43890257823,84,1e-04
2329.28296716896,84,1e-04
2864.90205917453,84,1e-04
2641.40080118417,84,1e-04
3270.25977368482,84,1e-04
3131.67326759461,84,1e-04
2486.28356525414,84,1e-04
2924.62988960387,84,1e-04
2478.13075194848,84,1e-04
2276.55068125227,84,1e-04
2807.66015232731,84,1e-04
2718.93192898229,84,1e-04
2793.27094135,84,1e-04
2736.38156433592,84,1e-04
3197.26737115877,84,1e-04
2396.07969889604,84,1e-04
2742.21192982538,84,1e-04
2506.53586613962,84,1e-04
2756.56352151487,84,1e-04
2411.51979860266,84,1e-04
2993.32302912025,84,1e-04
2851.06720962787,84,1e-04
3153.31424477993,84,1e-04
2861.98768812995,84,1e-04
2447.5543328018,84,1e-04
3430.29274989087,84,1e-04
2529.02385662998,84,1e-04
2379.60543686371,84,1e-04
3116.30698559546,84,1e-04
3231.05883332617,84,1e-04
3553.26837228995,84,1e-04
2580.37748571586,84,1e-04
2769.48846845202,84,1e-04
2886.84234763365,84,1e-04
3329.12164518159,84,1e-04
2993.05460165931,84,1e-04
2661.46773022982,84,1e-04
2550.94569555579,84,1e-04
3315.92700518829,84,1e-04
2393.27063089625,84,1e-04
3190.84166258849,84,1e-04
3312.74455396745,84,1e-04
2506.47304309557,84,1e-04
2869.90467938326,84,1e-04
2705.96012373652,84,1e-04
3325.99024572825,84,1e-04
2506.45229565732,84,1e-04
2879.93486240791,84,1e-04
2271.85052182901,84,1e-04
2329.85350069652,84,1e-04
2631.64124141242,84,1e-04
3120.3975708071,84,1e-04
3408.0996312337,84,1e-04
3013.9976275616,84,1e-04
2600.06137263186,84,1e-04
2807.34608702522,84,1e-04
2210.75391995422,84,1e-04
3193.88356940115,84,1e-04
2274.19129072435,84,1e-04
2912.11342314393,84,1e-04
3259.269244695,84,1e-04
3280.8778362653,84,1e-04
3313.51362724184,84,1e-04
2497.76904337638,84,1e-04
3195.6549284101,84,1e-04
2582.14296363477,84,1e-04
3083.33845099343,84,1e-04
3098.85399516694,84,1e-04
3013.47522196118,84,1e-04
2421.34900659379,84,1e-04
2921.00359487714,84,1e-04
3579.51457615368,84,1e-04
3636.34971845154,84,1e-04
2823.52593052591,84,1e-04
2132.59165898119,84,1e-04
2366.29628469467,84,1e-04
2754.30085769343,84,1e-04
3329.60228498363,84,1e-04
2773.06071221052,84,1e-04
3119.95660353067,84,1e-04
2646.64065817689,84,1e-04
3033.08165030493,84,1e-04
3021.2346199549,84,1e-04
2696.00457274089,84,1e-04
2867.2749949896,84,1e-04
3379.31985184709,84,1e-04
2159.69885296108,84,1e-04
3122.04322022709,84,1e-04
2824.49459116666,84,1e-04
3014.88145386471,84,1e-04
3279.81834286057,84,1e-04
3358.73156938302,84,1e-04
2567.30843993479,84,1e-04
2506.01779277519,84,1e-04
2881.02036014943,84,1e-04
2443.21161427072,84,1e-04
2942.88982930709,84,1e-04
2832.91504008315,84,1e-04
3437.1375292188,84,1e-04
2460.94030404993,84,1e-04
2554.62423542628,84,1e-04
3328.07616885953,84,1e-04
3183.74668332233,84,1e-04
3048.7627336207,84,1e-04
2681.34151331381,84,1e-04
