"deaths","days","p","prod"
2396.69887947935,84,1e-04,1
2950.42805550535,84,1e-04,1
2407.19173385934,84,1e-04,1
3074.65927784113,84,1e-04,1
3253.60867882497,84,1e-04,1
2662.62372459585,84,1e-04,1
2886.71940222837,84,1e-04,1
2404.50766289397,84,1e-04,1
2834.37845852824,84,1e-04,1
2677.12100892967,84,1e-04,1
2369.88102441545,84,1e-04,1
3057.16530873195,84,1e-04,1
3185.41212930959,84,1e-04,1
3258.2370452826,84,1e-04,1
2505.5819595733,84,1e-04,1
2230.17264803768,84,1e-04,1
2615.40114125261,84,1e-04,1
2933.31118520406,84,1e-04,1
3070.59925379351,84,1e-04,1
2594.40926533996,84,1e-04,1
3100.02807384397,84,1e-04,1
2788.88721319447,84,1e-04,1
3077.81462138381,84,1e-04,1
3303.65586298014,84,1e-04,1
2994.40748149317,84,1e-04,1
2533.33709425621,84,1e-04,1
2847.57429930913,84,1e-04,1
2944.73114328031,84,1e-04,1
2699.01688684376,84,1e-04,1
3032.72657000976,84,1e-04,1
3467.16151953664,84,1e-04,1
2617.94773480449,84,1e-04,1
2533.99566610729,84,1e-04,1
2476.76461981178,84,1e-04,1
2238.6635251527,84,1e-04,1
2497.25823397513,84,1e-04,1
2555.40788868097,84,1e-04,1
3054.73261815409,84,1e-04,1
2969.78981178793,84,1e-04,1
2651.89319643138,84,1e-04,1
2408.43351791426,84,1e-04,1
2354.97334490223,84,1e-04,1
2399.88994430415,84,1e-04,1
3370.88280807355,84,1e-04,1
2948.56905609009,84,1e-04,1
3017.74080146342,84,1e-04,1
2574.14854647101,84,1e-04,1
3142.60575952331,84,1e-04,1
3124.74388643237,84,1e-04,1
3031.20317287137,84,1e-04,1
3462.01156420007,84,1e-04,1
2839.6249833858,84,1e-04,1
3600.73155021111,84,1e-04,1
2478.75826084801,84,1e-04,1
2508.26660048229,84,1e-04,1
2438.17846049988,84,1e-04,1
2975.58066562107,84,1e-04,1
2479.18445283244,84,1e-04,1
2883.93739979734,84,1e-04,1
3259.13063603809,84,1e-04,1
2692.49002749235,84,1e-04,1
2409.22558070105,84,1e-04,1
2692.27114253077,84,1e-04,1
3138.6223220084,84,1e-04,1
2835.54857795906,84,1e-04,1
2784.99075992091,84,1e-04,1
2567.56232650557,84,1e-04,1
3023.94160448923,84,1e-04,1
3407.30042847354,84,1e-04,1
2750.59667885681,84,1e-04,1
2282.48209936818,84,1e-04,1
2613.56179143382,84,1e-04,1
2871.941675372,84,1e-04,1
2693.43936358586,84,1e-04,1
2287.52734775963,84,1e-04,1
2847.87295808325,84,1e-04,1
2979.36880791923,84,1e-04,1
2542.92588860597,84,1e-04,1
2124.79067575098,84,1e-04,1
2866.21369762169,84,1e-04,1
2559.57530840914,84,1e-04,1
3257.51728464289,84,1e-04,1
3158.04018246196,84,1e-04,1
3150.56029693083,84,1e-04,1
2971.09805840294,84,1e-04,1
2957.85252243388,84,1e-04,1
3123.01247733115,84,1e-04,1
2959.40965444965,84,1e-04,1
3204.56537540378,84,1e-04,1
2177.5729814803,84,1e-04,1
2484.93097932438,84,1e-04,1
3116.88649966701,84,1e-04,1
2383.57607244665,84,1e-04,1
3089.82058225643,84,1e-04,1
2812.83877323573,84,1e-04,1
3143.2686231092,84,1e-04,1
2776.18035409147,84,1e-04,1
3049.59368009713,84,1e-04,1
2853.5713309015,84,1e-04,1
2692.59518437312,84,1e-04,1
2834.44787286375,84,1e-04,1
3140.94380907708,84,1e-04,1
3097.62307156655,84,1e-04,1
2739.25690486002,84,1e-04,1
2268.7799872792,84,1e-04,1
2820.65242334154,84,1e-04,1
3081.71814910889,84,1e-04,1
3466.51473544487,84,1e-04,1
2496.37501836735,84,1e-04,1
3137.11410906474,84,1e-04,1
2601.2636393095,84,1e-04,1
3110.55409856999,84,1e-04,1
3075.41796031359,84,1e-04,1
2851.4428438813,84,1e-04,1
2610.23342948429,84,1e-04,1
2744.30598354662,84,1e-04,1
3447.74312102711,84,1e-04,1
2885.92331686096,84,1e-04,1
2109.72833625131,84,1e-04,1
2824.17504607928,84,1e-04,1
3353.42085341344,84,1e-04,1
2386.88010160455,84,1e-04,1
2927.70372405925,84,1e-04,1
2525.94651536201,84,1e-04,1
2432.0842063511,84,1e-04,1
3105.13737756428,84,1e-04,1
2443.26321494112,84,1e-04,1
2714.61561310518,84,1e-04,1
3126.69535827732,84,1e-04,1
2408.87753072691,84,1e-04,1
2905.00202607125,84,1e-04,1
2951.3694887489,84,1e-04,1
3319.43626959708,84,1e-04,1
2774.10703863069,84,1e-04,1
2871.401536337,84,1e-04,1
2763.81612142284,84,1e-04,1
3296.9267734037,84,1e-04,1
2877.1985723754,84,1e-04,1
2255.90350219861,84,1e-04,1
3282.76495016694,84,1e-04,1
3037.28655240208,84,1e-04,1
2765.6266866415,84,1e-04,1
3388.96254910864,84,1e-04,1
2831.60670303258,84,1e-04,1
3083.14088391987,84,1e-04,1
2341.42211063274,84,1e-04,1
2546.3042294372,84,1e-04,1
2909.23038245178,84,1e-04,1
3128.47241711721,84,1e-04,1
2649.17483018289,84,1e-04,1
3279.16722048999,84,1e-04,1
2523.47413684207,84,1e-04,1
2478.48085385411,84,1e-04,1
3225.03556244656,84,1e-04,1
3468.15117760823,84,1e-04,1
2896.85080385471,84,1e-04,1
2775.88152922101,84,1e-04,1
3091.64819656892,84,1e-04,1
2877.73593396028,84,1e-04,1
2390.29075027274,84,1e-04,1
2265.32009959441,84,1e-04,1
2948.33326934042,84,1e-04,1
3474.331773088,84,1e-04,1
3081.11857315416,84,1e-04,1
3127.31739948157,84,1e-04,1
3386.750059106,84,1e-04,1
2214.41865666449,84,1e-04,1
2863.50549315061,84,1e-04,1
3330.66899795086,84,1e-04,1
2908.90573252141,84,1e-04,1
2227.3895615848,84,1e-04,1
3079.60083699384,84,1e-04,1
2692.31963633623,84,1e-04,1
2350.81446233202,84,1e-04,1
2221.59385245175,84,1e-04,1
3347.02296158936,84,1e-04,1
2914.9891556863,84,1e-04,1
3271.08527784022,84,1e-04,1
3082.61290519761,84,1e-04,1
2691.02911593044,84,1e-04,1
2185.33510800297,84,1e-04,1
2902.67529099393,84,1e-04,1
2558.45282257106,84,1e-04,1
2554.26091996269,84,1e-04,1
2393.40410656809,84,1e-04,1
2363.07862043949,84,1e-04,1
3273.75244178956,84,1e-04,1
3419.49490219762,84,1e-04,1
2807.3314083376,84,1e-04,1
2730.27135291235,84,1e-04,1
2733.03964709343,84,1e-04,1
2882.15111711246,84,1e-04,1
2928.75993176001,84,1e-04,1
2404.00317435907,84,1e-04,1
3013.21325917884,84,1e-04,1
3028.33699656973,84,1e-04,1
3143.34470292197,84,1e-04,1
2502.02519065175,84,1e-04,1
3059.44351126119,84,1e-04,1
3189.31373226448,84,1e-04,1
3128.01219981291,84,1e-04,1
2419.70079446244,84,1e-04,1
2870.59798049971,84,1e-04,1
2625.25547006606,84,1e-04,1
2321.55425310628,84,1e-04,1
2826.23801415061,84,1e-04,1
2603.31720641544,84,1e-04,1
3236.71796796574,84,1e-04,1
3104.75957948457,84,1e-04,1
2473.36395877061,84,1e-04,1
2877.77539495932,84,1e-04,1
2448.57318752555,84,1e-04,1
2239.49727052647,84,1e-04,1
2780.57792513844,84,1e-04,1
2676.97425008784,84,1e-04,1
2761.60378751386,84,1e-04,1
2704.25543548801,84,1e-04,1
3157.80676903043,84,1e-04,1
2359.88172773105,84,1e-04,1
2716.70605562551,84,1e-04,1
2474.61720354667,84,1e-04,1
2718.26858256079,84,1e-04,1
2377.8965895065,84,1e-04,1
2950.97303553476,84,1e-04,1
2801.74576446172,84,1e-04,1
3112.71894690649,84,1e-04,1
2832.30980284997,84,1e-04,1
2409.30334711693,84,1e-04,1
3378.54122873828,84,1e-04,1
2488.97421479174,84,1e-04,1
2364.41305609212,84,1e-04,1
3065.92720058173,84,1e-04,1
3194.9316932481,84,1e-04,1
3555.58960948649,84,1e-04,1
2547.11001544658,84,1e-04,1
2750.66457443149,84,1e-04,1
2845.71350482058,84,1e-04,1
3283.43377135628,84,1e-04,1
2958.16414553583,84,1e-04,1
2624.46807082588,84,1e-04,1
2516.9060745077,84,1e-04,1
3270.67290273364,84,1e-04,1
2351.95805899092,84,1e-04,1
3149.51862552506,84,1e-04,1
3279.61930415434,84,1e-04,1
2469.91751608528,84,1e-04,1
2805.23251888576,84,1e-04,1
2685.21921016385,84,1e-04,1
3292.38129999858,84,1e-04,1
2461.76180411955,84,1e-04,1
2870.29457144468,84,1e-04,1
2238.42014770881,84,1e-04,1
2298.68767496138,84,1e-04,1
2618.65026470336,84,1e-04,1
3080.59594643139,84,1e-04,1
3359.62082507895,84,1e-04,1
2970.43508618604,84,1e-04,1
2577.23037195175,84,1e-04,1
2778.78862580016,84,1e-04,1
2174.65521444217,84,1e-04,1
3167.44180867516,84,1e-04,1
2255.42955584283,84,1e-04,1
2872.6637478506,84,1e-04,1
3222.2542371245,84,1e-04,1
3248.02017025552,84,1e-04,1
3271.47145358386,84,1e-04,1
2472.12200651321,84,1e-04,1
3158.45076411973,84,1e-04,1
2535.94534098395,84,1e-04,1
3018.8137170085,84,1e-04,1
3056.60538456102,84,1e-04,1
2977.68498534875,84,1e-04,1
2363.66677641385,84,1e-04,1
2878.913263725,84,1e-04,1
3549.13919447123,84,1e-04,1
3599.8966890378,84,1e-04,1
2779.8522837616,84,1e-04,1
2114.05269353385,84,1e-04,1
2334.75463163651,84,1e-04,1
2717.8904100407,84,1e-04,1
3297.61551304204,84,1e-04,1
2746.56714310579,84,1e-04,1
3108.2001758142,84,1e-04,1
2644.77742173987,84,1e-04,1
2983.09738044503,84,1e-04,1
2986.51191133154,84,1e-04,1
2663.42657062705,84,1e-04,1
2833.66757866933,84,1e-04,1
3356.15340479786,84,1e-04,1
2141.54360632476,84,1e-04,1
3080.93725001654,84,1e-04,1
2779.88877246092,84,1e-04,1
2955.50573985059,84,1e-04,1
3223.64854965823,84,1e-04,1
3317.45476591328,84,1e-04,1
2537.14456267646,84,1e-04,1
2496.89856523414,84,1e-04,1
2841.09727671408,84,1e-04,1
2417.09876587541,84,1e-04,1
2905.0837246339,84,1e-04,1
2801.67402591708,84,1e-04,1
3390.97954042377,84,1e-04,1
2435.99382070011,84,1e-04,1
2521.61646151201,84,1e-04,1
3294.15367871246,84,1e-04,1
3135.6967117998,84,1e-04,1
3001.45265105687,84,1e-04,1
2640.38987603207,84,1e-04,1
2601.58035165711,84,1e-04,1
2755.0001730317,84,1e-04,1
2963.20386061237,84,1e-04,1
3010.28513213988,84,1e-04,1
2689.75152697054,84,1e-04,1
2271.08679863926,84,1e-04,1
2463.88922164105,84,1e-04,1
2845.41973173984,84,1e-04,1
3277.97156719088,84,1e-04,1
2410.26023960968,84,1e-04,1
3477.81926713936,84,1e-04,1
3156.41185237114,84,1e-04,1
2662.30318086268,84,1e-04,1
2961.37221591484,84,1e-04,1
3163.95021891789,84,1e-04,1
2717.13148351188,84,1e-04,1
2403.4376345099,84,1e-04,1
2739.06294174407,84,1e-04,1
3633.3198790315,84,1e-04,1
2374.15391381767,84,1e-04,1
2231.8234417966,84,1e-04,1
2686.83842267567,84,1e-04,1
2862.39819000819,84,1e-04,1
2650.95373630339,84,1e-04,1
2277.90188023406,84,1e-04,1
2892.81968764345,84,1e-04,1
2468.03454002086,84,1e-04,1
3120.61850335927,84,1e-04,1
2568.88400340561,84,1e-04,1
2392.17430313676,84,1e-04,1
3151.96838670771,84,1e-04,1
2563.41386202183,84,1e-04,1
2692.87027157421,84,1e-04,1
2312.36029719969,84,1e-04,1
2946.16751620382,84,1e-04,1
3190.42287203041,84,1e-04,1
3583.20181809143,84,1e-04,1
2395.48480893864,84,1e-04,1
2669.28125690357,84,1e-04,1
2398.83855507921,84,1e-04,1
2856.90878822995,84,1e-04,1
2886.34625797914,84,1e-04,1
3135.10744966194,84,1e-04,1
2485.83460573714,84,1e-04,1
2851.12407656548,84,1e-04,1
3159.63978386366,84,1e-04,1
3250.78683345717,84,1e-04,1
2499.34576336342,77,1e-04,1
2178.03015659929,77,1e-04,1
3122.9680048524,77,1e-04,1
2320.5353317475,77,1e-04,1
2489.21279526034,77,1e-04,1
2648.46519635836,77,1e-04,1
2385.90454459277,77,1e-04,1
2935.22354939393,77,1e-04,1
2454.89336104873,77,1e-04,1
2405.35652187262,77,1e-04,1
2839.4506021066,77,1e-04,1
2454.13133925097,77,1e-04,1
2401.68794529218,77,1e-04,1
2943.75662050752,77,1e-04,1
3025.95234179158,77,1e-04,1
2274.12829074604,77,1e-04,1
2213.1258567338,77,1e-04,1
3194.52804365684,77,1e-04,1
2815.43145617738,77,1e-04,1
2540.17509982535,77,1e-04,1
2398.67527977738,77,1e-04,1
3238.71936659565,77,1e-04,1
2242.84254519103,77,1e-04,1
2303.26235621103,77,1e-04,1
3180.83817304767,77,1e-04,1
2814.42975435491,77,1e-04,1
2794.68166354399,77,1e-04,1
2263.59171835901,77,1e-04,1
2831.65947267997,77,1e-04,1
2375.08984085859,77,1e-04,1
2672.36271388624,77,1e-04,1
2358.99303759155,77,1e-04,1
2738.96685631355,77,1e-04,1
2790.08938376612,77,1e-04,1
3400.22390464534,77,1e-04,1
2626.16992202068,77,1e-04,1
3249.12224831347,77,1e-04,1
3194.22136986445,77,1e-04,1
2239.28868770264,77,1e-04,1
2615.86690753027,77,1e-04,1
2910.0256085148,77,1e-04,1
2606.82991496499,77,1e-04,1
3487.00713527646,77,1e-04,1
2243.451610153,77,1e-04,1
3003.19973306159,77,1e-04,1
2166.26548450681,77,1e-04,1
2293.76020377046,77,1e-04,1
2548.40415342563,77,1e-04,1
1946.44254878634,77,1e-04,1
2535.7578684546,77,1e-04,1
2951.28391542793,77,1e-04,1
2706.58762519924,77,1e-04,1
3068.78589602792,77,1e-04,1
2512.63832369086,77,1e-04,1
3240.32877965764,77,1e-04,1
2853.56837215722,77,1e-04,1
2677.46055847669,77,1e-04,1
3121.93258797884,77,1e-04,1
2920.26967260635,77,1e-04,1
3125.73637390566,77,1e-04,1
2713.85333760283,77,1e-04,1
2155.1683741261,77,1e-04,1
2528.65577242318,77,1e-04,1
2922.60995267893,77,1e-04,1
2334.26335989843,77,1e-04,1
3149.95351065806,77,1e-04,1
3033.55231079561,77,1e-04,1
2343.77356690617,77,1e-04,1
3058.98901664998,77,1e-04,1
3417.23065507792,77,1e-04,1
3282.01707641014,77,1e-04,1
3286.28509133825,77,1e-04,1
3017.57577563105,77,1e-04,1
2721.13165965252,77,1e-04,1
3000.83784990627,77,1e-04,1
2666.91964970064,77,1e-04,1
3246.08522779098,77,1e-04,1
2770.66344887217,77,1e-04,1
2773.75080693916,77,1e-04,1
3502.2035158089,77,1e-04,1
2831.78040864005,77,1e-04,1
3133.82315292637,77,1e-04,1
2788.94366321497,77,1e-04,1
2583.28575858821,77,1e-04,1
2923.33299493788,77,1e-04,1
2999.13515998179,77,1e-04,1
2936.05416560229,77,1e-04,1
3380.62633818906,77,1e-04,1
3358.41979329598,77,1e-04,1
2902.09166210028,77,1e-04,1
2675.51071569431,77,1e-04,1
3384.89681704152,77,1e-04,1
3278.11152056406,77,1e-04,1
2205.08088755121,77,1e-04,1
2285.63965499516,77,1e-04,1
2551.03902707918,77,1e-04,1
2996.04844365459,77,1e-04,1
2892.52344910321,77,1e-04,1
2447.90881815752,77,1e-04,1
2824.11512577247,77,1e-04,1
2652.28336787749,77,1e-04,1
3119.24537683982,77,1e-04,1
3235.54273869925,77,1e-04,1
2788.80488708781,77,1e-04,1
2470.56924822715,77,1e-04,1
2465.90920936563,77,1e-04,1
2437.80709703028,77,1e-04,1
2478.98788463646,77,1e-04,1
2843.77542149251,77,1e-04,1
3030.69024700866,77,1e-04,1
2629.89165321666,77,1e-04,1
2287.75671096032,77,1e-04,1
2513.91758297838,77,1e-04,1
2664.26201895332,77,1e-04,1
2881.40285887243,77,1e-04,1
2691.906466049,77,1e-04,1
3459.1935781434,77,1e-04,1
2837.46933847136,77,1e-04,1
2596.11694864058,77,1e-04,1
2317.9246814314,77,1e-04,1
2970.67441073755,77,1e-04,1
3175.64147712512,77,1e-04,1
2756.27314154427,77,1e-04,1
2595.06546632711,77,1e-04,1
2633.05972893944,77,1e-04,1
3146.4729986384,77,1e-04,1
2295.70945857303,77,1e-04,1
2327.89696085542,77,1e-04,1
2934.50673744628,77,1e-04,1
2721.89145257694,77,1e-04,1
2213.03869429749,77,1e-04,1
2496.80545867272,77,1e-04,1
2549.37254354965,77,1e-04,1
2317.17623732916,77,1e-04,1
2303.19167945206,77,1e-04,1
2624.97950595278,77,1e-04,1
2500.88240766985,77,1e-04,1
3501.18513606272,77,1e-04,1
2396.53246584587,77,1e-04,1
2955.87383271137,77,1e-04,1
3343.62003527989,77,1e-04,1
3602.90905235593,77,1e-04,1
2674.23723932991,77,1e-04,1
2314.91207427883,77,1e-04,1
2467.89222968718,77,1e-04,1
2396.69261952351,77,1e-04,1
2950.42050309799,77,1e-04,1
2407.18964734928,77,1e-04,1
3074.65407213123,77,1e-04,1
3253.6015388664,77,1e-04,1
2662.62025359435,77,1e-04,1
2886.71149031833,77,1e-04,1
2404.50207009254,77,1e-04,1
2834.37144008216,77,1e-04,1
2677.11584540038,77,1e-04,1
2369.87597180146,77,1e-04,1
3057.15836417279,77,1e-04,1
3185.40350943646,77,1e-04,1
3258.23218201825,77,1e-04,1
2505.5758800856,77,1e-04,1
2230.16744341092,77,1e-04,1
2615.3958579826,77,1e-04,1
2933.30686154614,77,1e-04,1
3070.59292367427,77,1e-04,1
2594.40275278673,77,1e-04,1
3100.02028870074,77,1e-04,1
2788.88113894382,77,1e-04,1
3077.81126017375,77,1e-04,1
3303.65238564939,77,1e-04,1
2994.40072732641,77,1e-04,1
2533.33182651252,77,1e-04,1
2847.56698320491,77,1e-04,1
2944.72645093547,77,1e-04,1
2699.01004518505,77,1e-04,1
3032.72211517987,77,1e-04,1
3467.15656142754,77,1e-04,1
2617.9427728269,77,1e-04,1
2533.98895856359,77,1e-04,1
2476.76121710119,77,1e-04,1
2238.6573428482,77,1e-04,1
2497.25468529835,77,1e-04,1
2555.40427952069,77,1e-04,1
3054.72990322151,77,1e-04,1
2969.78423389968,77,1e-04,1
2651.88946917729,77,1e-04,1
2408.42869420612,77,1e-04,1
2354.96925120981,77,1e-04,1
2399.88430463119,77,1e-04,1
3370.87696185006,77,1e-04,1
2948.56162014556,77,1e-04,1
3017.73338032001,77,1e-04,1
2574.14445219175,77,1e-04,1
3142.59822487552,77,1e-04,1
3124.73587128674,77,1e-04,1
3031.19521670215,77,1e-04,1
3462.0049262075,77,1e-04,1
2839.62232736853,77,1e-04,1
3600.72323022441,77,1e-04,1
2478.75334530567,77,1e-04,1
2508.26132805567,77,1e-04,1
2438.17362623427,77,1e-04,1
2975.5760669265,77,1e-04,1
2479.17999982581,77,1e-04,1
2883.93085710955,77,1e-04,1
3259.12449203725,77,1e-04,1
2692.4828059692,77,1e-04,1
2409.22223423104,77,1e-04,1
2692.26542785364,77,1e-04,1
3138.61747960641,77,1e-04,1
2835.54189526893,77,1e-04,1
2784.98530387143,77,1e-04,1
2567.55594157812,77,1e-04,1
3023.9353140976,77,1e-04,1
3407.2935254549,77,1e-04,1
2750.59102651743,77,1e-04,1
2282.47655098893,77,1e-04,1
2613.55696132542,77,1e-04,1
2871.93596075719,77,1e-04,1
2693.43432398863,77,1e-04,1
2287.52314941583,77,1e-04,1
2847.86757320081,77,1e-04,1
2979.3612077958,77,1e-04,1
2542.91942590849,77,1e-04,1
2124.78614091886,77,1e-04,1
2866.20845311309,77,1e-04,1
2559.56983882196,77,1e-04,1
3257.51244450066,77,1e-04,1
3158.03568269867,77,1e-04,1
3150.55413918556,77,1e-04,1
2971.09355514167,77,1e-04,1
2957.84641277502,77,1e-04,1
3123.00724349776,77,1e-04,1
2959.40402762545,77,1e-04,1
3204.55840407511,77,1e-04,1
2177.56870439274,77,1e-04,1
2484.92539819386,77,1e-04,1
3116.8791931161,77,1e-04,1
2383.57157561401,77,1e-04,1
3089.81593183037,77,1e-04,1
2812.83282485141,77,1e-04,1
3143.26152297759,77,1e-04,1
2776.17803062305,77,1e-04,1
3049.58880319302,77,1e-04,1
2853.56324098775,77,1e-04,1
2692.58917456,77,1e-04,1
2834.44200542516,77,1e-04,1
3140.93707566931,77,1e-04,1
3097.61585227139,77,1e-04,1
2739.25169260786,77,1e-04,1
2268.77384397132,77,1e-04,1
2820.64770176665,77,1e-04,1
3081.71141733364,77,1e-04,1
3466.51056570698,77,1e-04,1
2496.36803033499,77,1e-04,1
3137.10727379366,77,1e-04,1
2601.2605390032,77,1e-04,1
3110.54746190924,77,1e-04,1
3075.41286978454,77,1e-04,1
2851.43844622157,77,1e-04,1
2610.22708179171,77,1e-04,1
2744.30090608021,77,1e-04,1
3447.74024286253,77,1e-04,1
2885.91824353958,77,1e-04,1
2109.72282314032,77,1e-04,1
2824.17184922432,77,1e-04,1
3353.41717875645,77,1e-04,1
2386.87653020615,77,1e-04,1
2927.69681881463,77,1e-04,1
2525.94188206834,77,1e-04,1
2432.08081101428,77,1e-04,1
3105.12912606359,77,1e-04,1
2443.25746950984,77,1e-04,1
2714.61043992883,77,1e-04,1
3126.68805756967,77,1e-04,1
2408.87347210516,77,1e-04,1
2904.99631938485,77,1e-04,1
2951.36369891693,77,1e-04,1
3319.43280390805,77,1e-04,1
2774.10037745045,77,1e-04,1
2871.39746137914,77,1e-04,1
2763.80900289592,77,1e-04,1
3296.92108104809,77,1e-04,1
2877.1931898057,77,1e-04,1
2255.90147339584,77,1e-04,1
3282.76118171815,77,1e-04,1
3037.28048630009,77,1e-04,1
2765.62194953413,77,1e-04,1
3388.95797724813,77,1e-04,1
2831.60135021323,77,1e-04,1
3083.13347721001,77,1e-04,1
2341.41865028097,77,1e-04,1
2546.30014906752,77,1e-04,1
2909.22424302009,77,1e-04,1
3128.46589319534,77,1e-04,1
2649.16765802731,77,1e-04,1
3279.15920234285,77,1e-04,1
2523.46792212176,77,1e-04,1
2478.47553195577,77,1e-04,1
3225.02883793385,77,1e-04,1
3468.14785735859,77,1e-04,1
2896.84638921264,77,1e-04,1
2775.87424086113,77,1e-04,1
3091.64025629319,77,1e-04,1
2877.73166025091,77,1e-04,1
2390.28533870856,77,1e-04,1
2265.31460965002,77,1e-04,1
2948.32674012263,77,1e-04,1
3474.32640827249,77,1e-04,1
3081.11384472703,77,1e-04,1
3127.31596280647,77,1e-04,1
3386.74369744226,77,1e-04,1
2214.41292058299,77,1e-04,1
2863.50001332597,77,1e-04,1
3330.66343788563,77,1e-04,1
2908.89779798715,77,1e-04,1
2227.38389525798,77,1e-04,1
3079.59632227326,77,1e-04,1
2692.31457541137,77,1e-04,1
2350.81070723149,77,1e-04,1
2221.58958215197,77,1e-04,1
3347.01755419175,77,1e-04,1
2914.98211160159,77,1e-04,1
