"deaths","days","p"
2372.1397701582,84,1e-04
2955.73188209202,84,1e-04
2450.47695481759,84,1e-04
3089.0285141499,84,1e-04
3255.88575081894,84,1e-04
2676.31085720615,84,1e-04
2869.33238172709,84,1e-04
2403.91738249587,84,1e-04
2838.04761421955,84,1e-04
2679.5009301006,84,1e-04
2376.40598217042,84,1e-04
3072.16186421385,84,1e-04
3182.38009680718,84,1e-04
3288.37545872556,84,1e-04
2499.93305046826,84,1e-04
2235.22590551426,84,1e-04
2630.11998625153,84,1e-04
2962.28735931158,84,1e-04
3089.44250351739,84,1e-04
2590.45527297081,84,1e-04
3096.70656918609,84,1e-04
2784.61500046962,84,1e-04
3098.27789739656,84,1e-04
3347.19436142484,84,1e-04
3004.79490660291,84,1e-04
2534.96531175216,84,1e-04
2831.3993513598,84,1e-04
2946.27375247242,84,1e-04
2696.05934799763,84,1e-04
3034.42604656308,84,1e-04
3520.9402784442,84,1e-04
2595.48727827648,84,1e-04
2551.60073951053,84,1e-04
2486.25740154403,84,1e-04
2236.47016611297,84,1e-04
2513.2019848407,84,1e-04
2540.60359485934,84,1e-04
3126.98857814099,84,1e-04
2999.39551866061,84,1e-04
2638.79231021106,84,1e-04
2409.66772898784,84,1e-04
2358.60009932477,84,1e-04
2374.24307817683,84,1e-04
3364.58465347908,84,1e-04
2966.48945439857,84,1e-04
3008.21248423961,84,1e-04
2563.96727908891,84,1e-04
3134.34809145553,84,1e-04
3118.25897762092,84,1e-04
3017.79936969488,84,1e-04
3462.10523903888,84,1e-04
2858.1815328447,84,1e-04
3583.29222759175,84,1e-04
2483.42750307378,84,1e-04
2508.12275942338,84,1e-04
2460.29556514889,84,1e-04
2991.97945145102,84,1e-04
2464.93016709595,84,1e-04
2850.14201628279,84,1e-04
3264.96306301929,84,1e-04
2693.30688629934,84,1e-04
2450.20769780085,84,1e-04
2712.37956166019,84,1e-04
3161.30651250669,84,1e-04
2818.0251719056,84,1e-04
2789.16630242262,84,1e-04
2566.78863045734,84,1e-04
3018.17915525225,84,1e-04
3416.81197750298,84,1e-04
2748.57422395748,84,1e-04
2288.46145894622,84,1e-04
2633.35037625033,84,1e-04
2905.3578243515,84,1e-04
2709.36734013061,84,1e-04
2306.68095369279,84,1e-04
2880.03364453488,84,1e-04
2980.03559888601,84,1e-04
2573.2147708156,84,1e-04
2139.91595352185,84,1e-04
2910.20203663769,84,1e-04
2548.6243731525,84,1e-04
3272.81748999096,84,1e-04
3189.9381584708,84,1e-04
3167.96591201622,84,1e-04
3019.33358613448,84,1e-04
2966.45389120455,84,1e-04
3126.00566250409,84,1e-04
2956.43065364427,84,1e-04
3235.7236247049,84,1e-04
2200.11865213915,84,1e-04
2471.91780165505,84,1e-04
3147.81602746814,84,1e-04
2382.15109510011,84,1e-04
3115.38664978591,84,1e-04
2806.75677221042,84,1e-04
3156.74161330944,84,1e-04
2818.34799058062,84,1e-04
3055.2425852046,84,1e-04
2834.00215041359,84,1e-04
2699.79711222577,84,1e-04
2820.83327400822,84,1e-04
3127.81749131446,84,1e-04
3090.91791889399,84,1e-04
2737.3667902022,84,1e-04
2270.78360930315,84,1e-04
2829.26913977198,84,1e-04
3038.03133139792,84,1e-04
3473.37909629733,84,1e-04
2503.8479525626,84,1e-04
3137.35287275421,84,1e-04
2663.30398799324,84,1e-04
3131.11086073326,84,1e-04
3060.24295028297,84,1e-04
2888.54348522776,84,1e-04
2597.3481754845,84,1e-04
2743.24438880357,84,1e-04
3480.41382816727,84,1e-04
2906.33704013192,84,1e-04
2083.16991819236,84,1e-04
2862.44081638985,84,1e-04
3389.47458568853,84,1e-04
2441.79549776937,84,1e-04
2921.79108498449,84,1e-04
2521.48031590165,84,1e-04
2466.88226422297,84,1e-04
3087.79570906583,84,1e-04
2431.08290451926,84,1e-04
2730.52411294985,84,1e-04
3097.37615885416,84,1e-04
2408.39672860179,84,1e-04
2920.93355011862,84,1e-04
2970.90983889615,84,1e-04
3347.97164770917,84,1e-04
2781.41529799761,84,1e-04
2898.66820353176,84,1e-04
2763.74189632929,84,1e-04
3298.39503749295,84,1e-04
2908.55123239663,84,1e-04
2286.57254626783,84,1e-04
3318.19030700293,84,1e-04
3057.76713176848,84,1e-04
2770.95470534211,84,1e-04
3405.03174838292,84,1e-04
2865.65900718119,84,1e-04
3100.00935340525,84,1e-04
2368.54795928326,84,1e-04
2541.49349478016,84,1e-04
2907.35187462387,84,1e-04
3105.90230703841,84,1e-04
2626.4431225434,84,1e-04
3246.76120636,84,1e-04
2485.52696825807,84,1e-04
2497.43946180435,84,1e-04
3244.84585307553,84,1e-04
3520.10795509789,84,1e-04
2909.53720131412,84,1e-04
2781.85475476121,84,1e-04
3093.57989570621,84,1e-04
2904.83866506136,84,1e-04
2358.147251393,84,1e-04
2239.0295405081,84,1e-04
2953.55604283088,84,1e-04
3437.31297998465,84,1e-04
3117.23486762107,84,1e-04
3144.16535422078,84,1e-04
3381.26322666196,84,1e-04
2215.99868113975,84,1e-04
2879.25734214179,84,1e-04
3310.63522192545,84,1e-04
2905.97513548338,84,1e-04
2220.54846886848,84,1e-04
3145.40883197452,84,1e-04
2671.59291831013,84,1e-04
2368.75308736437,84,1e-04
2202.14929621233,84,1e-04
3359.41833839525,84,1e-04
2912.39541692001,84,1e-04
3301.89397343863,84,1e-04
3063.24222382058,84,1e-04
2719.22903703417,84,1e-04
2167.77416380667,84,1e-04
2929.69545864545,84,1e-04
2537.6967878522,84,1e-04
2570.07710692349,84,1e-04
2411.28944812342,84,1e-04
2370.15138075239,84,1e-04
3307.35643843582,84,1e-04
3463.12323283414,84,1e-04
2806.78648718101,84,1e-04
2792.83619338605,84,1e-04
2732.40445090241,84,1e-04
2872.69959717033,84,1e-04
2923.51573000311,84,1e-04
2455.71951715341,84,1e-04
2993.73569903495,84,1e-04
3024.77133871063,84,1e-04
3145.11758721309,84,1e-04
2510.65891051445,84,1e-04
3069.6346934735,84,1e-04
3171.96962641893,84,1e-04
3117.54696768001,84,1e-04
2406.12709088005,84,1e-04
2867.7062676923,84,1e-04
2630.85123543424,84,1e-04
2282.10924190922,84,1e-04
2824.73806615447,84,1e-04
2611.71957460017,84,1e-04
3242.83983719291,84,1e-04
3125.32267531253,84,1e-04
2436.07423842065,84,1e-04
2925.62540248098,84,1e-04
2445.1550226412,84,1e-04
2240.29116752869,84,1e-04
2772.39919267663,84,1e-04
2664.56423788703,84,1e-04
2746.07628955187,84,1e-04
2685.1386457571,84,1e-04
3158.04216257482,84,1e-04
2400.31622469263,84,1e-04
2758.19671836944,84,1e-04
2477.45796076357,84,1e-04
2722.0794085033,84,1e-04
2374.10508180392,84,1e-04
2946.01551598501,84,1e-04
2800.04298385921,84,1e-04
3127.02575263367,84,1e-04
2811.22795995132,84,1e-04
2401.18600710157,84,1e-04
3399.97246879001,84,1e-04
2501.34085539057,84,1e-04
2342.44941537068,84,1e-04
3072.81344702242,84,1e-04
3244.36610046411,84,1e-04
3511.40523509628,84,1e-04
2565.27268188669,84,1e-04
2735.72697248304,84,1e-04
2856.02901777312,84,1e-04
3297.96715209415,84,1e-04
2954.00150054385,84,1e-04
2640.10183331285,84,1e-04
2513.74231441742,84,1e-04
3273.06793840717,84,1e-04
2372.8025069005,84,1e-04
3155.48029179212,84,1e-04
3273.00855645369,84,1e-04
2479.92295531606,84,1e-04
2835.3500854844,84,1e-04
2716.50384803796,84,1e-04
3319.96316427466,84,1e-04
2457.88865051046,84,1e-04
2834.53229459494,84,1e-04
2246.34572058731,84,1e-04
2283.6223727059,84,1e-04
2614.16501009161,84,1e-04
3076.45570376939,84,1e-04
3360.60284524179,84,1e-04
2957.04069876242,84,1e-04
2577.88623231291,84,1e-04
2785.32600259964,84,1e-04
2178.03235578893,84,1e-04
3166.33817219342,84,1e-04
2228.10080456283,84,1e-04
2879.85034036113,84,1e-04
3264.96965421417,84,1e-04
3295.41708041834,84,1e-04
3285.61295895009,84,1e-04
2469.18965569497,84,1e-04
3133.462786057,84,1e-04
2524.81097954853,84,1e-04
3016.01002271631,84,1e-04
3058.49393927,84,1e-04
2978.69467913172,84,1e-04
2356.36201027226,84,1e-04
2852.58484457687,84,1e-04
3551.3643415439,84,1e-04
3611.44800280838,84,1e-04
2808.01463731177,84,1e-04
2117.96149835559,84,1e-04
2317.96147880465,84,1e-04
2726.32473521868,84,1e-04
3304.42421433693,84,1e-04
2740.28376641499,84,1e-04
3088.41128493957,84,1e-04
2635.53284424171,84,1e-04
3030.4679020161,84,1e-04
3020.8858696874,84,1e-04
2665.84418023566,84,1e-04
2845.68331523438,84,1e-04
3374.51925076484,84,1e-04
2144.30537382888,84,1e-04
3106.72911391913,84,1e-04
2808.4930738903,84,1e-04
3004.59718338987,84,1e-04
3220.39455602675,84,1e-04
3366.73277869402,84,1e-04
2538.40658439646,84,1e-04
2508.21806665919,84,1e-04
2816.41811809445,84,1e-04
2437.90635789802,84,1e-04
2889.55441568655,84,1e-04
2808.75662004489,84,1e-04
3419.77046442845,84,1e-04
2437.87492980158,84,1e-04
2511.80148883619,84,1e-04
3292.45142740853,84,1e-04
3170.9002742539,84,1e-04
2963.78571785092,84,1e-04
2666.24324544361,84,1e-04
2604.17533990601,84,1e-04
2756.07386939223,84,1e-04
2945.99070821607,84,1e-04
3027.45670775078,84,1e-04
2661.35293975255,84,1e-04
2248.36869131387,84,1e-04
2465.23713172144,84,1e-04
2835.48328673568,84,1e-04
3301.49094540399,84,1e-04
2409.24723677078,84,1e-04
3531.49276665562,84,1e-04
3173.2775238961,84,1e-04
2716.11014621991,84,1e-04
2965.9401369977,84,1e-04
3210.3704134246,84,1e-04
2763.67585851996,84,1e-04
2409.20021655366,84,1e-04
2732.1827180919,84,1e-04
3615.6085003724,84,1e-04
2380.40278373579,84,1e-04
2264.34051906447,84,1e-04
2687.61882597627,84,1e-04
2853.31515628865,84,1e-04
2651.66641368018,84,1e-04
2310.22374275357,84,1e-04
2914.35231297084,84,1e-04
2465.54173616996,84,1e-04
3138.40654896545,84,1e-04
2557.34370354696,84,1e-04
2412.41352587156,84,1e-04
3147.17767947028,84,1e-04
2557.72880889298,84,1e-04
2708.43860411892,84,1e-04
2309.23121021254,84,1e-04
2959.51833856067,84,1e-04
3163.55933780916,84,1e-04
3644.8580569063,84,1e-04
2444.00196044927,84,1e-04
2678.73899236535,84,1e-04
2418.42977277801,84,1e-04
2870.68916215755,84,1e-04
2912.06517015139,84,1e-04
3152.18278687748,84,1e-04
2494.42344517732,84,1e-04
2851.17535652389,84,1e-04
3143.75218354886,84,1e-04
3246.12031641306,84,1e-04
2471.79148000984,77,1e-04
2167.65538949077,77,1e-04
3107.68820024178,77,1e-04
2302.2120053221,77,1e-04
2441.80440504022,77,1e-04
2578.6057079458,77,1e-04
2374.42690230304,77,1e-04
2905.75179226637,77,1e-04
2408.97739403382,77,1e-04
2364.69906187268,77,1e-04
2867.93787987444,77,1e-04
2446.15471498686,77,1e-04
2398.1692247634,77,1e-04
2899.0283108541,77,1e-04
3010.71515096171,77,1e-04
2272.23450121595,77,1e-04
2192.845790583,77,1e-04
3168.28367324785,77,1e-04
2795.66108700889,77,1e-04
2505.41547920441,77,1e-04
2392.44714839618,77,1e-04
3223.43111479504,77,1e-04
2221.67841560029,77,1e-04
2330.330759029,77,1e-04
3141.33492328724,77,1e-04
2783.3070968653,77,1e-04
2758.11577676327,77,1e-04
2231.86404250758,77,1e-04
2799.41984370089,77,1e-04
2346.11457601382,77,1e-04
2638.07962251747,77,1e-04
2309.45057202954,77,1e-04
2695.04219149966,77,1e-04
2727.94672037951,77,1e-04
3313.05865899763,77,1e-04
2610.83081677796,77,1e-04
3211.78402893472,77,1e-04
3160.90686782257,77,1e-04
2206.0739897159,77,1e-04
2628.72014722309,77,1e-04
2910.30596542551,77,1e-04
2580.19640298241,77,1e-04
3425.43491153347,77,1e-04
2212.61985107875,77,1e-04
3002.2049389263,77,1e-04
2162.00052305485,77,1e-04
2264.6871669175,77,1e-04
2531.56172734243,77,1e-04
1923.30262613392,77,1e-04
2483.77524341671,77,1e-04
2962.74939330872,77,1e-04
2672.80751921894,77,1e-04
3055.58541642463,77,1e-04
2495.41821939051,77,1e-04
3210.11650630666,77,1e-04
2824.93973605047,77,1e-04
2659.64597632404,77,1e-04
3113.2330912692,77,1e-04
2862.23846436884,77,1e-04
3127.06296493756,77,1e-04
2706.53699754558,77,1e-04
2107.45745686988,77,1e-04
2532.16649333087,77,1e-04
2938.64781132775,77,1e-04
2302.48638812187,77,1e-04
3153.6058242018,77,1e-04
2993.14333138532,77,1e-04
2306.61841945357,77,1e-04
3044.92106127942,77,1e-04
3409.81471900821,77,1e-04
3220.22996492734,77,1e-04
3253.82589672952,77,1e-04
3001.76974397558,77,1e-04
2678.7335159702,77,1e-04
2959.45515421957,77,1e-04
2610.77656763858,77,1e-04
3193.61847133911,77,1e-04
2751.58761356128,77,1e-04
2719.37727473011,77,1e-04
3458.34653489198,77,1e-04
2804.88900484732,77,1e-04
3084.66151436425,77,1e-04
2713.88756061939,77,1e-04
2531.2957843685,77,1e-04
2906.67158540815,77,1e-04
2969.94822579367,77,1e-04
2885.99359873364,77,1e-04
3366.1941212874,77,1e-04
3313.62304585928,77,1e-04
2898.37416065883,77,1e-04
2668.09056334345,77,1e-04
3319.25787446067,77,1e-04
3246.64237966984,77,1e-04
2189.0947929913,77,1e-04
2234.41172316429,77,1e-04
2581.45035385364,77,1e-04
2978.43961061056,77,1e-04
2902.81692123417,77,1e-04
2429.01868664781,77,1e-04
2808.99190027533,77,1e-04
2636.50529672558,77,1e-04
3104.3358909395,77,1e-04
3240.66109001615,77,1e-04
2742.54735380705,77,1e-04
2478.52855455548,77,1e-04
2414.2985442551,77,1e-04
2392.58087457995,77,1e-04
2470.17327469917,77,1e-04
2839.90909298606,77,1e-04
2985.8924185448,77,1e-04
2554.17392774047,77,1e-04
2268.49021538487,77,1e-04
2483.50311394771,77,1e-04
2620.2694871764,77,1e-04
2937.60216682689,77,1e-04
2640.70607177088,77,1e-04
3404.38248020175,77,1e-04
2772.76265922594,77,1e-04
2550.69909376285,77,1e-04
2286.43857499332,77,1e-04
2986.31509718321,77,1e-04
3159.15980728263,77,1e-04
2717.41117840798,77,1e-04
2556.49362806807,77,1e-04
2647.73811921789,77,1e-04
3134.9672878165,77,1e-04
2254.27510726754,77,1e-04
2283.96789014633,77,1e-04
2917.50876227136,77,1e-04
2775.92191491155,77,1e-04
2170.29871339397,77,1e-04
2474.61329004937,77,1e-04
2532.37700050202,77,1e-04
2278.18200248869,77,1e-04
2273.40981612677,77,1e-04
2577.02397978588,77,1e-04
2467.08928488404,77,1e-04
3463.86761464537,77,1e-04
2397.46509558013,77,1e-04
2955.45580182014,77,1e-04
3353.05228148766,77,1e-04
3629.02273255858,77,1e-04
2663.04361021366,77,1e-04
2292.64630113783,77,1e-04
2447.65455501266,77,1e-04
2338.88526654577,77,1e-04
2913.694544208,77,1e-04
2431.39268857627,77,1e-04
3055.99479175528,77,1e-04
3214.67537305095,77,1e-04
2651.9499910927,77,1e-04
2826.96442070239,77,1e-04
2372.40440905268,77,1e-04
2798.70180136009,77,1e-04
2648.90285346856,77,1e-04
2346.53142870282,77,1e-04
3032.03444960827,77,1e-04
3135.08098442079,77,1e-04
3254.80784270525,77,1e-04
2465.4654559178,77,1e-04
2205.46790557246,77,1e-04
2598.10360809913,77,1e-04
2933.57009113256,77,1e-04
3051.25869836254,77,1e-04
2554.06596908197,77,1e-04
3053.63216496759,77,1e-04
2749.9176029998,77,1e-04
3071.91368488116,77,1e-04
3319.82138266956,77,1e-04
2965.67297005213,77,1e-04
2504.15728264047,77,1e-04
2792.24712084788,77,1e-04
2916.07689138615,77,1e-04
2658.6688907412,77,1e-04
3005.23328177563,77,1e-04
3486.4438089299,77,1e-04
2567.38827850881,77,1e-04
2514.44533014014,77,1e-04
2462.57685175505,77,1e-04
2201.80088275163,77,1e-04
2489.64040092088,77,1e-04
2517.77328125939,77,1e-04
3101.82148545443,77,1e-04
2964.28732254762,77,1e-04
2615.05386930067,77,1e-04
2380.95177826203,77,1e-04
2333.45148887968,77,1e-04
2343.52520211194,77,1e-04
3329.06903446511,77,1e-04
2924.74032501673,77,1e-04
2966.03249799534,77,1e-04
2538.25060659778,77,1e-04
3092.96073990557,77,1e-04
3074.22412058143,77,1e-04
2974.56273222425,77,1e-04
3423.09492101506,77,1e-04
2836.36467711779,77,1e-04
3538.51793856833,77,1e-04
2454.01728743419,77,1e-04
2478.08026461896,77,1e-04
2431.83098768197,77,1e-04
2962.90115502014,77,1e-04
2438.91769167189,77,1e-04
2814.6925474369,77,1e-04
3228.01493227378,77,1e-04
2653.28240875364,77,1e-04
2426.88656443012,77,1e-04
2678.03739143268,77,1e-04
3129.17352031396,77,1e-04
2780.0249429663,77,1e-04
2756.33544513666,77,1e-04
2531.41163154789,77,1e-04
2983.25772172456,77,1e-04
3375.44486384285,77,1e-04
2715.79085381915,77,1e-04
2256.60063743445,77,1e-04
2602.80123276719,77,1e-04
2870.09657802467,77,1e-04
2678.30886672048,77,1e-04
2280.22748118379,77,1e-04
2846.49151135829,77,1e-04
2938.085512058,77,1e-04
2536.02605861764,77,1e-04
2111.85743047145,77,1e-04
2875.80608077752,77,1e-04
2517.99175860127,77,1e-04
3241.46830166377,77,1e-04
3158.3057766997,77,1e-04
3129.36636070037,77,1e-04
2987.8537395,77,1e-04
2930.54167125855,77,1e-04
3092.60795680032,77,1e-04
2922.47451321397,77,1e-04
3194.26947888073,77,1e-04
2174.2040283153,77,1e-04
2440.54988297127,77,1e-04
3104.6078773404,77,1e-04
2354.97530152199,77,1e-04
3084.92309239675,77,1e-04
2772.42259410272,77,1e-04
3115.19193065544,77,1e-04
2796.95843187263,77,1e-04
3022.39465246298,77,1e-04
2790.91009083872,77,1e-04
2664.63045835365,77,1e-04
2787.79431059465,77,1e-04
3089.55473751157,77,1e-04
3049.83323572402,77,1e-04
2705.69558780859,77,1e-04
2237.50094657249,77,1e-04
2798.58170393227,77,1e-04
3001.24996061055,77,1e-04
3444.36158355902,77,1e-04
2465.04778530187,77,1e-04
3097.13803726073,77,1e-04
2638.72636425498,77,1e-04
3090.69094575451,77,1e-04
3030.87924202907,77,1e-04
2858.92528458728,77,1e-04
2563.33121893152,77,1e-04
2713.28619505507,77,1e-04
3454.53448272431,77,1e-04
2874.05954903023,77,1e-04
2053.65919514661,77,1e-04
2837.41820021519,77,1e-04
3360.74798926913,77,1e-04
2416.21834938188,77,1e-04
2881.7804354868,77,1e-04
2494.17528971089,77,1e-04
2442.51605107727,77,1e-04
3043.58198022679,77,1e-04
2398.77380669008,77,1e-04
2698.04530143815,77,1e-04
3056.90056947121,77,1e-04
2383.06935525113,77,1e-04
2885.55983977886,77,1e-04
2935.3720082405,77,1e-04
3322.2619574542,77,1e-04
2743.38007375793,77,1e-04
2869.40852237184,77,1e-04
2724.67544820723,77,1e-04
3263.42351206354,77,1e-04
2874.40986957226,77,1e-04
2268.64006144413,77,1e-04
3289.46450591831,77,1e-04
3021.05732598326,77,1e-04
2740.98115164699,77,1e-04
3373.33042096731,77,1e-04
2831.04930027608,77,1e-04
3056.27342114403,77,1e-04
2344.18831314367,77,1e-04
2515.5820224501,77,1e-04
2871.35532060871,77,1e-04
3069.75516401105,77,1e-04
2586.97099084932,77,1e-04
3203.40880519699,77,1e-04
2452.68176667669,77,1e-04
2465.03173292867,77,1e-04
3204.96399733129,77,1e-04
3491.97637880797,77,1e-04
2880.92478157679,77,1e-04
2742.22596190396,77,1e-04
3048.94710276874,77,1e-04
2874.95632606774,77,1e-04
2329.27557499878,77,1e-04
2209.02821073512,77,1e-04
2915.76885768519,77,1e-04
3405.58544094761,77,1e-04
3085.06928390973,77,1e-04
3125.82286336558,77,1e-04
3344.90093029931,77,1e-04
2184.18038705334,77,1e-04
2845.64103999602,77,1e-04
3276.80761051391,77,1e-04
2863.16936400471,77,1e-04
2189.27473026428,77,1e-04
3112.76659232831,77,1e-04
2642.37396732765,77,1e-04
2344.43490034909,77,1e-04
2177.32707650959,77,1e-04
3326.1772983298,77,1e-04
2873.8593902661,77,1e-04
3264.22295049558,77,1e-04
3027.52239837973,77,1e-04
2684.89241310859,77,1e-04
2136.59836718265,77,1e-04
2901.13984282485,77,1e-04
2507.81405681185,77,1e-04
2548.11531443591,77,1e-04
2379.84204272454,77,1e-04
2336.97223634876,77,1e-04
3276.37946179571,77,1e-04
3435.30877389662,77,1e-04
2773.09529561096,77,1e-04
2774.4623702429,77,1e-04
2693.96021367404,77,1e-04
2839.49438126431,77,1e-04
2882.77884894936,77,1e-04
2437.4927903434,77,1e-04
2959.82412277789,77,1e-04
2993.49634416294,77,1e-04
3100.32059758443,77,1e-04
2488.67277631318,77,1e-04
3029.95461881715,77,1e-04
3126.07215895608,77,1e-04
3071.82337737115,77,1e-04
2380.94938169041,77,1e-04
2828.31140465646,77,1e-04
2603.31998531089,77,1e-04
2257.12985379928,77,1e-04
2787.78919216527,77,1e-04
2579.28462009642,77,1e-04
3197.55002387991,77,1e-04
3087.69776962379,77,1e-04
2403.65838553865,77,1e-04
2901.77210386368,77,1e-04
2410.81257137861,77,1e-04
2214.21013392597,77,1e-04
2735.58372620986,77,1e-04
2627.41135849422,77,1e-04
2712.6253165168,77,1e-04
2654.00372607969,77,1e-04
3122.75765949435,77,1e-04
2373.94651844836,77,1e-04
2733.37702472117,77,1e-04
2441.95932181388,77,1e-04
2689.98988462229,77,1e-04
2350.74329140405,77,1e-04
2910.67339003735,77,1e-04
2761.8294132862,77,1e-04
3082.38716806425,77,1e-04
2771.58473829334,77,1e-04
2368.94630360422,77,1e-04
3361.03949502781,77,1e-04
2474.00680566492,77,1e-04
2313.22839349923,77,1e-04
3034.23778988994,77,1e-04
3214.93640492838,77,1e-04
3479.15237360279,77,1e-04
2539.73211769201,77,1e-04
2703.01046314974,77,1e-04
2821.80510713887,77,1e-04
3262.27064897556,77,1e-04
2916.14724598646,77,1e-04
2603.28049623253,77,1e-04
2488.13419237937,77,1e-04
3233.47143863484,77,1e-04
2345.08295847112,77,1e-04
3114.27383998584,77,1e-04
3230.21196089933,77,1e-04
2449.85291716634,77,1e-04
2812.1263422817,77,1e-04
2695.06322656811,77,1e-04
3289.38194931024,77,1e-04
2426.85500475084,77,1e-04
2799.99290829617,77,1e-04
2214.1580474139,77,1e-04
2254.96301226649,77,1e-04
2575.68453078426,77,1e-04
3031.19230085496,77,1e-04
3319.75043937048,77,1e-04
2921.0004599553,77,1e-04
2545.60460060667,77,1e-04
2748.70844872275,77,1e-04
2143.03865783406,77,1e-04
3129.23795007166,77,1e-04
2199.23496527304,77,1e-04
2835.3837118352,77,1e-04
3233.34938561394,77,1e-04
3260.15667302603,77,1e-04
3246.36747321003,77,1e-04
2436.62286630738,77,1e-04
3092.91378376139,77,1e-04
2490.54613506472,77,1e-04
2974.41973700583,77,1e-04
3018.81814586977,77,1e-04
2943.35570162281,77,1e-04
2325.55953650099,77,1e-04
2816.2030226069,77,1e-04
3514.45331382948,77,1e-04
3572.90951400223,77,1e-04
2774.3922134001,77,1e-04
2089.69384951614,77,1e-04
2287.18726917549,77,1e-04
2694.48458012935,77,1e-04
3268.82419243694,77,1e-04
2703.60506116365,77,1e-04
3051.19393861875,77,1e-04
2611.16336015079,77,1e-04
3005.94965228212,77,1e-04
2991.09659784199,77,1e-04
2632.23932301845,77,1e-04
