"","deaths","days","p","cov"
"265",2741.57332850975,84,1e-04,100
"266",3254.93302235352,84,1e-04,100
"267",2312.35628977854,84,1e-04,100
"268",2828.53002646188,84,1e-04,100
"269",2457.38883142769,84,1e-04,100
"270",2356.41169328947,84,1e-04,100
"271",3011.61362076927,84,1e-04,100
"272",2367.87158025736,84,1e-04,100
"273",2626.81343021492,84,1e-04,100
"274",3030.04307594268,84,1e-04,100
"275",2337.4552470314,84,1e-04,100
"276",2814.02404717344,84,1e-04,100
"277",2860.83662321526,84,1e-04,100
"278",3233.99457590963,84,1e-04,100
"279",2687.99097787493,84,1e-04,100
"280",2784.49285987533,84,1e-04,100
"281",2677.04220923278,84,1e-04,100
"282",3205.13165244411,84,1e-04,100
"283",2786.21069536759,84,1e-04,100
"284",2189.66275706547,84,1e-04,100
"285",3189.5040258692,84,1e-04,100
"286",2938.40152347296,84,1e-04,100
"287",2684.69849490928,84,1e-04,100
"288",3284.96033742566,84,1e-04,100
"289",2739.10039812118,84,1e-04,100
"290",2975.47789778598,84,1e-04,100
"291",2270.15336026976,84,1e-04,100
"292",2472.68547095619,84,1e-04,100
"293",2824.64105098356,84,1e-04,100
"294",3045.21023093266,84,1e-04,100
"295",2558.32648588458,84,1e-04,100
"296",3189.34942441223,84,1e-04,100
"297",2454.88790341264,84,1e-04,100
"298",2399.47530887084,84,1e-04,100
"299",3124.80072872931,84,1e-04,100
"300",3363.74929871213,84,1e-04,100
"301",2815.86029898364,84,1e-04,100
"302",2690.10847068746,84,1e-04,100
"303",2991.22656046475,84,1e-04,100
"304",2785.70422731917,84,1e-04,100
"305",2326.3455025413,84,1e-04,100
"306",2198.01643961802,84,1e-04,100
"307",2865.23094033339,84,1e-04,100
"308",3391.41249056844,84,1e-04,100
"309",2988.87630210193,84,1e-04,100
"310",3042.51161262455,84,1e-04,100
"311",3297.47738562551,84,1e-04,100
"312",2147.95410646008,84,1e-04,100
"313",2779.37005964619,84,1e-04,100
"314",3237.01385230876,84,1e-04,100
"315",2817.36335920846,84,1e-04,100
"316",2155.52410662415,84,1e-04,100
"317",2979.21586915317,84,1e-04,100
"318",2621.07830001335,84,1e-04,100
"319",2283.29740381443,84,1e-04,100
"320",2155.30880862621,84,1e-04,100
"321",3257.58234764642,84,1e-04,100
"322",2832.78884720113,84,1e-04,100
"323",3168.18025186857,84,1e-04,100
"324",3005.65900528532,84,1e-04,100
"325",2606.21712419676,84,1e-04,100
"326",2120.03880563762,84,1e-04,100
"327",2817.55874857445,84,1e-04,100
"328",2493.2341817219,84,1e-04,100
"329",2483.24165691169,84,1e-04,100
"330",2317.00476237386,84,1e-04,100
"331",2295.29498849138,84,1e-04,100
"332",3166.70614519864,84,1e-04,100
"333",3322.4118350489,84,1e-04,100
"334",2717.91897784951,84,1e-04,100
"335",2652.18875389795,84,1e-04,100
"336",2649.5633591723,84,1e-04,100
"337",2802.96262711646,84,1e-04,100
"338",2836.0710932991,84,1e-04,100
"339",2329.41068922994,84,1e-04,100
"340",2926.19370770164,84,1e-04,100
"341",2941.40920190774,84,1e-04,100
"342",3040.18810463097,84,1e-04,100
"343",2428.72624648132,84,1e-04,100
"344",2969.4460046887,84,1e-04,100
"345",3091.13643455339,84,1e-04,100
"346",3028.08093385018,84,1e-04,100
"347",2357.14535511055,84,1e-04,100
"348",2778.80636621409,84,1e-04,100
"349",2556.79632678434,84,1e-04,100
"350",2262.29282545447,84,1e-04,100
"351",2741.21270930498,84,1e-04,100
"352",2521.5021073831,84,1e-04,100
"353",3134.34276635288,84,1e-04,100
"354",3010.67952433213,84,1e-04,100
"355",2399.23933506667,84,1e-04,100
"356",2793.59476364099,84,1e-04,100
"357",2367.76222526971,84,1e-04,100
"358",2172.97182523556,84,1e-04,100
"359",2694.48360169432,84,1e-04,100
"360",2593.41459703834,84,1e-04,100
"361",2685.42778843226,84,1e-04,100
"362",2630.91450191414,84,1e-04,100
"363",3071.03601581312,84,1e-04,100
"364",2285.34305569645,84,1e-04,100
"365",2635.71879904863,84,1e-04,100
"366",2394.03988714363,84,1e-04,100
"367",2636.94135695764,84,1e-04,100
"368",2315.94796755412,84,1e-04,100
"369",2862.23429014116,84,1e-04,100
"370",2712.26120653026,84,1e-04,100
"371",3014.5166009274,84,1e-04,100
"372",2745.83649186333,84,1e-04,100
"373",2336.16866853736,84,1e-04,100
"374",3281.86642698754,84,1e-04,100
"375",2416.019157599,84,1e-04,100
"376",2300.2504551349,84,1e-04,100
"377",2972.4489883611,84,1e-04,100
"378",3094.8908551449,84,1e-04,100
"379",3465.89175479314,84,1e-04,100
"380",2474.07070847636,84,1e-04,100
"381",2670.71276563481,84,1e-04,100
"382",2763.1374478622,84,1e-04,100
"383",3198.36840231143,84,1e-04,100
"384",2861.2977773549,84,1e-04,100
"385",2540.1462180645,84,1e-04,100
"386",2450.91870824154,84,1e-04,100
"387",3174.49238203977,84,1e-04,100
"388",2281.9379818952,84,1e-04,100
"389",3051.66339547404,84,1e-04,100
"390",3185.61079140894,84,1e-04,100
"391",2395.35741403534,84,1e-04,100
"392",2731.88878057299,84,1e-04,100
"393",2610.05863643029,84,1e-04,100
"394",3198.28861945878,84,1e-04,100
"395",2388.85165600909,84,1e-04,100
"396",2790.20838483585,84,1e-04,100
"397",2166.40776784264,84,1e-04,100
"398",2230.84006359404,84,1e-04,100
"399",2536.11468788773,84,1e-04,100
"400",2983.34537654402,84,1e-04,100
"401",3256.01009344101,84,1e-04,100
"402",2887.4976309657,84,1e-04,100
"403",2494.70520945135,84,1e-04,100
"404",2690.12649708959,84,1e-04,100
"405",2102.68073332948,84,1e-04,100
"406",3068.55050965942,84,1e-04,100
"407",2193.9082668027,84,1e-04,100
"408",2775.8244731318,84,1e-04,100
"409",3126.45635543801,84,1e-04,100
"410",3153.92020023057,84,1e-04,100
"411",3175.39230727295,84,1e-04,100
"412",2390.93403654614,84,1e-04,100
"413",3064.6357859807,84,1e-04,100
"414",2461.00595337215,84,1e-04,100
"415",2928.89918578908,84,1e-04,100
"416",2961.57491809104,84,1e-04,100
"417",2883.40547538067,84,1e-04,100
"418",2298.45762502687,84,1e-04,100
"419",2796.59967380151,84,1e-04,100
"420",3447.75995761067,84,1e-04,100
"421",3501.18517125414,84,1e-04,100
"422",2689.45286050448,84,1e-04,100
"423",2044.91578312941,84,1e-04,100
"424",2265.9124613711,84,1e-04,100
"425",2634.94760576604,84,1e-04,100
"426",3203.1181526259,84,1e-04,100
"427",2659.38021401619,84,1e-04,100
"428",3020.01651255214,84,1e-04,100
"429",2567.82400061883,84,1e-04,100
"430",2899.69816679217,84,1e-04,100
"431",2899.70102540058,84,1e-04,100
"432",2578.31820927738,84,1e-04,100
"433",2751.68981394024,84,1e-04,100
"434",3257.02901859844,84,1e-04,100
"435",2070.91666669836,84,1e-04,100
"436",2982.27793130447,84,1e-04,100
"437",2686.41255922138,84,1e-04,100
"438",2857.43135776986,84,1e-04,100
"439",3133.08453108741,84,1e-04,100
"440",3238.34159208751,84,1e-04,100
"441",2462.69128781875,84,1e-04,100
"442",2429.59162572602,84,1e-04,100
"443",2760.80082500515,84,1e-04,100
"444",2343.50174691604,84,1e-04,100
"445",2820.72600439263,84,1e-04,100
"446",2717.73051140647,84,1e-04,100
"447",3291.02607383243,84,1e-04,100
"448",2366.78132302558,84,1e-04,100
"449",2444.45999710603,84,1e-04,100
"450",3192.11165217656,84,1e-04,100
"451",3048.58119073989,84,1e-04,100
"452",2924.10462348624,84,1e-04,100
"453",2562.83806663769,84,1e-04,100
"454",2518.66696789703,84,1e-04,100
"455",2665.01246261897,84,1e-04,100
"456",2871.31529602904,84,1e-04,100
"457",2921.08403991473,84,1e-04,100
"458",2617.62779182574,84,1e-04,100
"459",2202.35040407999,84,1e-04,100
"460",2397.3560011909,84,1e-04,100
"461",2757.86292508183,84,1e-04,100
"462",3179.44832790261,84,1e-04,100
"463",2336.97292183686,84,1e-04,100
"464",3375.13069866668,84,1e-04,100
"465",3053.42059410568,84,1e-04,100
"466",2576.04234566159,84,1e-04,100
"467",2873.90211099504,84,1e-04,100
"468",3067.64478808453,84,1e-04,100
"469",2621.73597569562,84,1e-04,100
"470",2332.55726681298,84,1e-04,100
"471",2655.54402828881,84,1e-04,100
"472",3543.37429998484,84,1e-04,100
"473",2303.8852761669,84,1e-04,100
"474",2155.98879088391,84,1e-04,100
"475",2600.81977734034,84,1e-04,100
"476",2791.12599795833,84,1e-04,100
"477",2566.85004783302,84,1e-04,100
"478",2201.54348442034,84,1e-04,100
"479",2793.4027161932,84,1e-04,100
"480",2398.40116972523,84,1e-04,100
"481",3021.93644300613,84,1e-04,100
"482",2487.74387777083,84,1e-04,100
"483",2319.72240318122,84,1e-04,100
"484",3056.06343114592,84,1e-04,100
"485",2493.29869438681,84,1e-04,100
"486",2605.1758469501,84,1e-04,100
"487",2242.29390385758,84,1e-04,100
"488",2856.12165233944,84,1e-04,100
"489",3092.35122726181,84,1e-04,100
"490",3477.57945121631,84,1e-04,100
"491",2328.32221339372,84,1e-04,100
"492",2580.54697200181,84,1e-04,100
"493",2331.5306801965,84,1e-04,100
"494",2771.05161861015,84,1e-04,100
"495",2803.1662663383,84,1e-04,100
"496",3044.7272738092,84,1e-04,100
"497",2406.88648538076,84,1e-04,100
"498",2758.14371652123,84,1e-04,100
"499",3069.14624827291,84,1e-04,100
"500",3158.76746802275,84,1e-04,100
"501",2439.60143445661,84,1e-04,90
"502",2117.65214939648,84,1e-04,90
"503",3041.48454713366,84,1e-04,90
"504",2254.61272673391,84,1e-04,90
"505",2422.11211521014,84,1e-04,90
"506",2583.24877599033,84,1e-04,90
"507",2315.2034899689,84,1e-04,90
"508",2846.51514317198,84,1e-04,90
"509",2389.11836348053,84,1e-04,90
"510",2338.62769947778,84,1e-04,90
"511",2762.6883198711,84,1e-04,90
"512",2386.20041941551,84,1e-04,90
"513",2341.15668188161,84,1e-04,90
"514",2867.00115386011,84,1e-04,90
"515",2952.42824070513,84,1e-04,90
"516",2212.62896963253,84,1e-04,90
"517",2153.75896908161,84,1e-04,90
"518",3109.2409521105,84,1e-04,90
"519",2740.57289760228,84,1e-04,90
"520",2467.1144186848,84,1e-04,90
"521",2338.00592120581,84,1e-04,90
"522",3152.2716335514,84,1e-04,90
"523",2184.62737253205,84,1e-04,90
"524",2242.41515987253,84,1e-04,90
"525",3091.17980246361,84,1e-04,90
"526",2747.34029932937,84,1e-04,90
"527",2717.12647818333,84,1e-04,90
"528",2203.8369367993,84,1e-04,90
"529",2755.54761990697,84,1e-04,90
"530",2310.73543782165,84,1e-04,90
"531",2609.79052196373,84,1e-04,90
"532",2292.54199912599,84,1e-04,90
"533",2664.87402875392,84,1e-04,90
"534",2724.98411037866,84,1e-04,90
"535",3319.87295525484,84,1e-04,90
"536",2563.75166743229,84,1e-04,90
"537",3161.44042477776,84,1e-04,90
"538",3120.12950197389,84,1e-04,90
"539",2180.1844493815,84,1e-04,90
"540",2540.12732089944,84,1e-04,90
"541",2828.93976294892,84,1e-04,90
"542",2526.9503589644,84,1e-04,90
"543",3406.55443769958,84,1e-04,90
"544",2187.12572491261,84,1e-04,90
"545",2927.71534925786,84,1e-04,90
"546",2106.2161843539,84,1e-04,90
"547",2232.2248654808,84,1e-04,90
"548",2477.15053400659,84,1e-04,90
"549",1888.91818924924,84,1e-04,90
"550",2466.35747749916,84,1e-04,90
"551",2872.86002318553,84,1e-04,90
"552",2627.22384430712,84,1e-04,90
"553",2990.62288404011,84,1e-04,90
"554",2446.23533521546,84,1e-04,90
"555",3158.98438197064,84,1e-04,90
"556",2785.7843138919,84,1e-04,90
"557",2610.98892652132,84,1e-04,90
"558",3031.92842206902,84,1e-04,90
"559",2841.67084806314,84,1e-04,90
"560",3054.58915403566,84,1e-04,90
"561",2646.2435010713,84,1e-04,90
"562",2099.34130629466,84,1e-04,90
"563",2461.0698462274,84,1e-04,90
"564",2846.91354916619,84,1e-04,90
"565",2271.08502292946,84,1e-04,90
"566",3067.02308886471,84,1e-04,90
"567",2951.11168712218,84,1e-04,90
"568",2278.93362538174,84,1e-04,90
"569",2991.18075892923,84,1e-04,90
"570",3331.87979301995,84,1e-04,90
"571",3204.1729096691,84,1e-04,90
"572",3203.68250670738,84,1e-04,90
"573",2932.57844812816,84,1e-04,90
"574",2648.67087292931,84,1e-04,90
"575",2918.66809728042,84,1e-04,90
"576",2603.64910094644,84,1e-04,90
"577",3160.07735401371,84,1e-04,90
"578",2691.149960557,84,1e-04,90
"579",2702.40492309689,84,1e-04,90
"580",3420.30561607532,84,1e-04,90
"581",2762.73483183419,84,1e-04,90
"582",3053.70590098421,84,1e-04,90
"583",2723.07782227939,84,1e-04,90
"584",2517.97375448617,84,1e-04,90
"585",2866.93293844681,84,1e-04,90
"586",2927.88888197029,84,1e-04,90
"587",2858.45538394144,84,1e-04,90
"588",3293.40175865316,84,1e-04,90
"589",3272.68201594517,84,1e-04,90
"590",2818.08298185834,84,1e-04,90
"591",2603.973251726,84,1e-04,90
"592",3297.81065263341,84,1e-04,90
"593",3195.3738978903,84,1e-04,90
"594",2143.3955840593,84,1e-04,90
"595",2229.70097509891,84,1e-04,90
"596",2481.86421070368,84,1e-04,90
"597",2916.54443861886,84,1e-04,90
"598",2816.3151894721,84,1e-04,90
"599",2383.45765166568,84,1e-04,90
"600",2750.53182820936,84,1e-04,90
"601",2579.88492367962,84,1e-04,90
"602",3041.50772473368,84,1e-04,90
"603",3149.80664072508,84,1e-04,90
"604",2711.1928628419,84,1e-04,90
"605",2410.41885817375,84,1e-04,90
"606",2416.51740380952,84,1e-04,90
"607",2375.41135499775,84,1e-04,90
"608",2411.97544443255,84,1e-04,90
"609",2772.12058493766,84,1e-04,90
"610",2941.35760221061,84,1e-04,90
"611",2567.51318544465,84,1e-04,90
"612",2226.94085986232,84,1e-04,90
"613",2452.76543914732,84,1e-04,90
"614",2589.65442006127,84,1e-04,90
"615",2804.94994704419,84,1e-04,90
"616",2623.98706954602,84,1e-04,90
"617",3376.5371500565,84,1e-04,90
"618",2769.69341020395,84,1e-04,90
"619",2526.33166614677,84,1e-04,90
"620",2251.33680661678,84,1e-04,90
"621",2891.99772977875,84,1e-04,90
"622",3107.57296000245,84,1e-04,90
"623",2689.89460241779,84,1e-04,90
"624",2525.41108100751,84,1e-04,90
"625",2566.74401312204,84,1e-04,90
"626",3070.72264507504,84,1e-04,90
"627",2239.84178063688,84,1e-04,90
"628",2267.84124208436,84,1e-04,90
"629",2851.67050001101,84,1e-04,90
"630",2651.58479903006,84,1e-04,90
"631",2155.45726224586,84,1e-04,90
"632",2427.79182023331,84,1e-04,90
"633",2479.100591071,84,1e-04,90
"634",2257.95257343827,84,1e-04,90
"635",2239.57951040442,84,1e-04,90
"636",2561.23198636211,84,1e-04,90
"637",2438.04227982695,84,1e-04,90
"638",3418.96503660228,84,1e-04,90
"639",2332.33842048848,84,1e-04,90
"640",2886.49707056348,84,1e-04,90
"641",3260.06417192007,84,1e-04,90
"642",3516.91544556527,84,1e-04,90
"643",2597.25536996405,84,1e-04,90
"644",2249.20017185228,84,1e-04,90
"645",2398.22212286033,84,1e-04,90
"646",2334.01857281243,84,1e-04,90
"647",2867.86544565843,84,1e-04,90
"648",2345.71120932826,84,1e-04,90
"649",2997.79795949519,84,1e-04,90
"650",3168.30046052372,84,1e-04,90
"651",2596.52527274804,84,1e-04,90
"652",2808.91949398442,84,1e-04,90
"653",2339.83336051888,84,1e-04,90
"654",2755.08603830896,84,1e-04,90
"655",2611.03954281181,84,1e-04,90
"656",2304.82533963882,84,1e-04,90
"657",2979.46409925385,84,1e-04,90
"658",3095.49887596181,84,1e-04,90
"659",3171.59556597005,84,1e-04,90
"660",2433.97159761868,84,1e-04,90
"661",2170.4629373303,84,1e-04,90
"662",2544.70596631685,84,1e-04,90
"663",2862.70759228435,84,1e-04,90
"664",2987.81739865299,84,1e-04,90
"665",2521.18278357819,84,1e-04,90
"666",3016.19559137075,84,1e-04,90
"667",2713.66795896296,84,1e-04,90
"668",3003.00337619395,84,1e-04,90
"669",3222.36293797355,84,1e-04,90
"670",2912.54455905648,84,1e-04,90
"671",2465.58405789549,84,1e-04,90
"672",2774.52715415159,84,1e-04,90
"673",2871.19289232838,84,1e-04,90
"674",2630.87527751836,84,1e-04,90
"675",2959.48725728359,84,1e-04,90
"676",3378.13156818349,84,1e-04,90
"677",2561.53112529353,84,1e-04,90
"678",2462.15519411649,84,1e-04,90
"679",2415.72116229077,84,1e-04,90
"680",2171.81638444413,84,1e-04,90
"681",2439.38174829412,84,1e-04,90
"682",2500.72903514395,84,1e-04,90
"683",2972.54831111659,84,1e-04,90
"684",2887.35538751573,84,1e-04,90
"685",2589.99918099559,84,1e-04,90
"686",2346.31681341096,84,1e-04,90
"687",2296.20888448073,84,1e-04,90
"688",2340.0173433486,84,1e-04,90
"689",3288.72945114007,84,1e-04,90
"690",2865.41900970868,84,1e-04,90
"691",2932.60189682385,84,1e-04,90
"692",2512.23467391664,84,1e-04,90
"693",3061.51556023399,84,1e-04,90
"694",3039.55842253799,84,1e-04,90
"695",2947.30167706622,84,1e-04,90
"696",3376.29795879594,84,1e-04,90
"697",2772.67216912296,84,1e-04,90
"698",3520.35182986461,84,1e-04,90
