vacina,agegroup,tempo_doses,n
AZ,2,13,18
AZ,2,15,4
AZ,2,16,27
AZ,2,17,13
AZ,2,18,29
AZ,2,19,37
AZ,2,20,5
AZ,2,22,1
AZ,2,23,10
AZ,2,24,4
AZ,2,25,8
AZ,2,26,10
AZ,2,27,17
AZ,2,30,9
AZ,2,31,13
AZ,2,32,13
AZ,2,33,4
AZ,2,34,10
AZ,2,35,1
AZ,2,36,2
AZ,2,37,5
AZ,2,38,3
AZ,2,40,2
AZ,2,41,2
AZ,2,43,1
AZ,2,44,7
AZ,2,45,1
AZ,2,46,2
AZ,2,47,1
AZ,2,48,1
AZ,2,50,4
AZ,2,51,2
AZ,2,52,6
AZ,2,53,1
AZ,2,58,1
AZ,2,59,1
AZ,2,61,3
AZ,2,65,1
AZ,2,67,1
AZ,2,73,3
AZ,2,74,1
AZ,2,75,4
AZ,2,79,1
AZ,2,81,2
AZ,2,83,1
AZ,2,87,3
AZ,2,88,2
AZ,2,89,3
AZ,2,90,3
AZ,2,92,1
AZ,2,93,1
AZ,2,94,1
AZ,2,95,3
AZ,2,96,3
AZ,2,97,3
AZ,2,100,5
AZ,2,101,1
AZ,2,103,5
AZ,2,104,2
AZ,2,107,2
AZ,2,108,1
AZ,2,109,4
AZ,2,110,8
AZ,2,111,4
AZ,2,114,1
AZ,2,115,4
AZ,2,116,4
AZ,3,13,236
AZ,3,15,42
AZ,3,16,430
AZ,3,17,281
AZ,3,18,361
AZ,3,19,307
AZ,3,20,83
AZ,3,22,10
AZ,3,23,139
AZ,3,24,88
AZ,3,25,123
AZ,3,26,188
AZ,3,27,153
AZ,3,29,9
AZ,3,30,125
AZ,3,31,152
AZ,3,32,202
AZ,3,33,88
AZ,3,34,107
AZ,3,35,12
AZ,3,36,59
AZ,3,37,93
AZ,3,38,20
AZ,3,39,31
AZ,3,40,23
AZ,3,41,7
AZ,3,44,65
AZ,3,45,19
AZ,3,46,15
AZ,3,47,22
AZ,3,48,13
AZ,3,50,15
AZ,3,51,26
AZ,3,52,37
AZ,3,53,16
AZ,3,54,1
AZ,3,55,2
AZ,3,56,1
AZ,3,57,2
AZ,3,58,6
AZ,3,59,17
AZ,3,60,6
AZ,3,61,14
AZ,3,62,8
AZ,3,64,1
AZ,3,65,16
AZ,3,66,13
AZ,3,67,8
AZ,3,68,11
AZ,3,69,4
AZ,3,71,1
AZ,3,72,16
AZ,3,73,27
AZ,3,74,25
AZ,3,75,32
AZ,3,76,36
AZ,3,77,2
AZ,3,78,11
AZ,3,79,30
AZ,3,80,5
AZ,3,81,31
AZ,3,82,13
AZ,3,83,10
AZ,3,85,2
AZ,3,86,39
AZ,3,87,60
AZ,3,88,60
AZ,3,89,53
AZ,3,90,69
AZ,3,92,30
AZ,3,93,54
AZ,3,94,19
AZ,3,95,45
AZ,3,96,36
AZ,3,97,50
AZ,3,99,4
AZ,3,100,37
AZ,3,101,13
AZ,3,102,26
AZ,3,103,31
AZ,3,104,30
AZ,3,107,34
AZ,3,108,42
AZ,3,109,81
AZ,3,110,132
AZ,3,111,125
AZ,3,114,26
AZ,3,115,23
AZ,3,116,41
AZ,3,117,16
AZ,3,118,9
AZ,3,120,2
AZ,3,121,11
AZ,3,122,6
AZ,3,128,5
AZ,3,131,1
AZ,3,180,1
AZ,3,181,14
AZ,3,195,1
AZ,4,13,435
AZ,4,15,43
AZ,4,16,812
AZ,4,17,566
AZ,4,18,614
AZ,4,19,477
AZ,4,20,201
AZ,4,22,31
AZ,4,23,236
AZ,4,24,192
AZ,4,25,240
AZ,4,26,397
AZ,4,27,318
AZ,4,28,2
AZ,4,29,23
AZ,4,30,242
